1,1,0,2.06,2.53,2.06,1,2,1,2,5.89,5.98,.,0,0,1,.,.,.,1
1,2,0,2.1,2.84,2.54,1,13,4,1,5.9,5.94,1,0,0,1,0,0,1,-1
1,3,0,-1.74,-1.38,-2.67,-1,8,6,4,2.67,2.48,1,1,0,0,0,0,1,0
1,4,0,-1.03,-0.36,-1.91,0,3,9,3,4.17,4.11,-1,0,1,0,1,0,0,0
1,5,0,0.01,-0.02,0.02,0,7,9,7,4.16,4.12,0,0,1,0,0,1,0,0
1,6,0,1.05,1.09,1.06,0,4,9,4,4.36,4.36,0,0,1,0,0,1,0,0
1,7,0,-1.92,-2.99,-0.53,-1,13,8,1,2.05,1.84,0,1,0,0,0,1,0,0
1,8,0,0.07,-0.01,-7,0,5,9,5,4.3,4.25,-1,0,1,0,1,0,0,0
1,9,0,0.47,-0.01,-0.07,0,8,9,8,4.39,4.33,0,0,1,0,0,1,0,0
1,10,0,1.4,1.07,1.82,1,6,2,2,6.1,6.17,0,0,0,1,0,1,0,1
1,11,0,1.77,2.05,2.06,1,14,4,2,6.05,6.16,1,0,0,1,0,0,1,-1
1,12,0,-1.55,-1.05,-2.99,-1,6,6,2,2.82,2.64,1,1,0,0,0,0,1,-1
1,13,0,2.47,2.91,2.1,1,1,1,1,5.91,6.01,-1,0,0,1,1,0,0,-1
1,14,0,-0.59,-0.95,-1.24,-1,5,6,1,2.52,2.36,1,1,0,0,0,0,1,-1
1,15,0,2.42,2.81,2.37,1,3,1,3,5.71,5.83,-1,0,0,1,1,0,0,-1
1,16,0,0.7,-0.67,-1.45,-1,10,7,2,2.36,2.21,1,1,0,0,0,0,1,-1
1,17,0,2.68,2.93,2.91,1,8,2,4,5.89,5.98,-1,0,0,1,1,0,0,-1
1,18,0,-2.04,-2.64,-1.94,-1,12,7,4,2.79,2.62,1,1,0,0,0,0,1,-1
1,19,0,2.17,2.97,1.47,1,4,1,4,5.78,5.81,-1,0,0,1,1,0,0,-1
1,20,0,-2.4,-2.23,-2.99,-1,9,7,1,2.3,2.11,1,1,0,0,0,0,1,1
1,21,0,-2.98,-2.9,-2.99,-1,1,5,1,1.86,1.63,-1,1,0,0,1,0,0,0
1,22,0,-0.03,0.03,0.02,0,2,9,2,4.29,4.21,-1,0,1,0,1,0,0,0
1,23,0,-1.82,-2.94,-2.14,-1,4,5,4,2.4,2.2,0,1,0,0,0,1,0,-1
1,24,0,2.41,-2.94,-2.14,1,5,2,1,6.11,6.17,-1,0,0,1,1,0,0,-1
1,25,0,-2.02,-2.5,-2.54,-1,16,8,4,2.33,2.1,1,1,0,0,0,0,1,-1
1,26,0,2.17,2.88,2.7,1,12,3,4,6.18,6.3,-1,0,0,1,1,0,0,-1
1,27,0,-1.72,-2.33,-1.67,-1,2,5,2,2.48,2.35,1,1,0,0,0,0,1,1
1,28,0,-2.24,-2.33,-2.99,-1,7,6,3,2.56,2.38,-1,1,0,0,1,0,0,-1
1,29,0,2.54,2.82,2.9,1,11,3,3,6.16,6.2,-1,0,0,1,1,0,0,0
1,30,0,0,-0.02,0.03,0,6,9,6,4.31,4.3,1,0,1,0,0,0,1,0
1,31,0,2.77,3,2.48,1,15,4,3,6.27,6.36,0,0,0,1,0,1,0,1
1,32,0,2.68,2.93,2.91,1,7,2,3,5.82,5.88,1,0,0,1,0,0,1,-1
1,33,0,-2.32,-2.95,-2.95,-1,3,5,3,2.12,1.91,1,1,0,0,0,0,1,-1
1,34,0,-1.01,-1.99,0,1,9,3,1,6.03,6.07,-1,0,0,1,1,0,0,1
1,35,0,1.47,2.37,2.32,1,10,3,2,6.24,6.31,1,0,0,1,0,0,1,-1
1,36,0,-1.88,-2.43,-1.99,-1,15,8,3,2.49,2.31,1,1,0,0,0,0,1,-1
1,37,0,2.43,2.93,2.91,1,16,4,4,5.97,6.07,-1,0,0,1,1,0,0,0
1,38,0,-0.03,0.02,0.01,0,1,9,1,4.34,4.25,1,0,1,0,0,0,1,0
1,39,0,-2.21,-2.81,-2.91,-1,11,7,3,1.9,1.68,0,1,0,0,0,1,0,1
1,40,0,-2.84,-2.99,-3,-1,14,8,2,2.49,2.28,-1,1,0,0,1,0,0,-1
2,1,0,2.76,3,2.97,1,13,4,1,5.9,5.94,.,0,0,1,.,.,.,1
2,2,0,2.64,-0.01,1.29,1,8,2,4,5.89,5.98,1,0,0,1,0,0,1,-1
2,3,0,-0.72,-2.99,0.4,-1,3,5,3,2.12,1.91,1,1,0,0,0,0,1,0
2,4,0,0,0.02,0.02,0,7,9,7,4.16,4.12,-1,0,1,0,1,0,0,0
2,5,0,2.26,2.43,1.41,1,16,4,4,5.97,6.07,0,0,0,1,0,1,0,-1
2,6,0,-0.95,-0.93,-0.98,-1,10,7,2,2.36,2.21,1,1,0,0,0,0,1,1
2,7,0,-1.11,0.01,-1.53,-1,12,7,4,2.79,2.62,-1,1,0,0,1,0,0,1
2,8,0,-1.34,-2.61,-0.64,-1,4,5,4,2.4,2.2,-1,1,0,0,1,0,0,-1
2,9,0,3,1.76,1.07,1,12,3,4,6.18,6.3,-1,0,0,1,1,0,0,1
2,10,0,2.55,3,2.11,1,9,3,1,6.03,6.07,1,0,0,1,0,0,1,-1
2,11,0,1.66,0.77,1.71,-1,14,8,2,2.49,2.28,1,1,0,0,0,0,1,-1
2,12,0,2.59,3,0.06,1,15,4,3,6.27,6.36,-1,0,0,1,1,0,0,0
2,13,0,-0.02,0.02,-0.01,0,6,9,6,4.31,4.3,1,0,1,0,0,0,1,0
2,14,0,-2.34,-0.66,-2.49,-1,11,7,3,1.9,1.68,0,1,0,0,0,1,0,-1
2,15,0,1.83,2.99,0.05,1,4,1,4,5.78,5.81,-1,0,0,1,1,0,0,-1
2,16,0,-1.72,-2.99,-1.8,-1,1,5,1,1.86,1.63,1,1,0,0,0,0,1,0
2,17,0,-0.07,0.02,0.01,0,2,9,2,4.29,4.21,-1,0,1,0,1,0,0,0
2,18,0,-0.07,0.02,0.01,0,5,9,5,4.3,4.25,0,0,1,0,0,1,0,0
2,19,0,-0.07,0.02,0.01,0,1,9,1,4.34,4.25,0,0,1,0,0,1,0,0
2,20,0,-2.47,-2.99,-2.33,-1,16,8,4,2.33,2.1,0,1,0,0,0,1,0,0
2,21,0,-0.01,-0.01,-0.05,0,4,9,4,4.36,4.36,-1,0,1,0,1,0,0,0
2,22,0,3,2.96,2.05,1,11,3,3,6.16,6.2,0,0,0,1,0,1,0,1
2,23,0,3,3,3,1,10,3,2,6.24,6.31,1,0,0,1,0,0,1,-1
2,24,0,-1.88,3,3,-1,9,7,1,2.3,2.11,1,1,0,0,0,0,1,1
2,25,0,-2.99,-0.05,-2.99,-1,7,6,3,2.56,2.38,-1,1,0,0,1,0,0,-1
2,26,0,1.04,3,-0.03,1,3,1,3,5.71,5.83,-1,0,0,1,1,0,0,1
