ID,t,d0_s1,impr,warm,comp,valence,statval,statnum,statchar,Itemtype,x1,x2,x3,x4,x5,x6,x7,x8,itemnum,Meanval1,Meanval2
40,2,0,2.65,3,0.41,pos9,1,9,ITS1,3,-1,1,1,-1,-1,0,0,0,1,6.03,6.07
40,3,0,-1.77,-1.74,0,neg13,-1,13,INCSS1,8,-1,-1,0,0,0,-1,0,0,1,2.05,1.84
40,4,0,2.36,2.54,1.05,pos10,1,10,ITS2,3,-1,1,1,-1,-1,0,0,0,2,6.24,6.31
40,5,0,-1.58,-2.1,-0.02,neg6,-1,6,INCPS2,6,-1,-1,0,0,0,1,1,1,2,2.82,2.64
40,6,0,-1.06,0,-2.02,neg15,-1,15,INCSS3,8,-1,-1,0,0,0,-1,0,0,3,2.49,2.31
40,7,0,0,0,0,neut7,0,7,NS7,9,8,0,0,0,0,0,0,0,7,4.16,4.12
40,8,0,0.54,1.18,0,neut3,0,3,NS3,9,8,0,0,0,0,0,0,0,3,4.17,4.11
40,9,0,1.83,0.47,2.13,pos6,1,6,COMS2,2,-1,1,1,1,1,0,0,0,2,6.1,6.17
40,10,0,1.55,0.55,0,pos12,1,12,ITS4,3,-1,1,1,-1,-1,0,0,0,4,6.18,6.3
40,11,0,1.38,3,0.57,pos1,1,1,KS1,1,-1,1,-1,0,0,0,0,0,1,5.91,6.01
40,12,0,0.53,3,0.4,pos7,1,7,COMS3,2,-1,1,1,1,1,0,0,0,3,5.82,5.88
40,13,0,-0.02,0.05,-0.01,neut1,0,1,NS1,9,8,0,0,0,0,0,0,0,1,4.34,4.25
40,14,0,2.16,2.87,1.45,pos13,1,13,CONS1,4,-1,1,-1,0,0,0,0,0,1,5.9,5.94
40,15,0,-2.58,-3,-1.59,neg8,-1,8,INCPS4,6,-1,-1,0,0,0,1,1,1,4,2.67,2.48
40,16,0,-2.8,-2.54,-2.51,neg5,-1,5,INCPS1,6,-1,-1,0,0,0,1,1,1,1,2.52,2.36
40,17,0,-3,-3,-2.51,neg14,-1,14,INCSS2,8,-1,-1,0,0,0,-1,0,0,2,2.49,2.28
40,18,0,-2.97,0,-0.44,neg7,-1,7,INCPS3,6,-1,-1,0,0,0,1,1,1,3,2.56,2.38
40,19,0,-1.23,0.66,-1.41,pos14,1,14,CONS2,4,-1,1,-1,0,0,0,0,0,2,6.05,6.16
40,20,0,3,3,0.6,pos3,1,3,KS3,1,-1,1,-1,0,0,0,0,0,3,5.71,5.83
40,21,0,-2.92,-2.86,0,neg1,-1,1,RS1,5,-1,-1,0,0,0,-1,0,0,1,1.86,1.63
40,22,0,-2.8,-0.68,-2.83,neg12,-1,12,LIS4,7,-1,-1,0,0,0,1,-1,-1,4,2.79,2.62
40,23,0,-2.8,-3,-0.43,neg4,-1,4,RS4,5,-1,-1,0,0,0,-1,0,0,4,2.4,2.2
40,24,0,-2.8,-3,-0.43,neg10,-1,10,LIS2,7,-1,-1,0,0,0,1,-1,-1,2,2.36,2.21
40,25,0,0,0,0,neut5,0,5,NS5,9,8,0,0,0,0,0,0,0,5,4.3,4.25
40,26,0,0,0,0,neut6,0,6,NS6,9,8,0,0,0,0,0,0,0,6,4.31,4.3
40,27,0,2.65,3,0.41,pos8,1,8,COMS4,2,-1,1,1,1,1,0,0,0,4,5.89,5.98
40,28,0,0,0,0,neut4,0,4,NS4,9,8,0,0,0,0,0,0,0,4,4.36,4.36
40,29,0,0,0,0,neut8,0,8,NS8,9,8,0,0,0,0,0,0,0,8,4.39,4.33
40,30,0,-2.37,-2.64,-0.92,neg2,-1,2,RS2,5,-1,-1,0,0,0,-1,0,0,2,2.48,2.35
40,31,0,-3,-3,-0.92,neg16,-1,16,INCSS4,8,-1,-1,0,0,0,-1,0,0,4,2.33,2.1
40,32,0,1.76,2.99,0.59,pos2,1,2,KS2,1,-1,1,-1,0,0,0,0,0,2,5.89,5.98
40,33,0,0,0,0,neut2,0,2,NS2,9,8,0,0,0,0,0,0,0,2,4.29,4.21
40,34,0,2.69,3,1.23,pos11,1,11,ITS3,3,-1,1,1,-1,-1,0,0,0,3,6.16,6.2
40,35,0,2.81,3,0.91,pos15,1,15,CONS3,4,-1,1,-1,0,0,0,0,0,3,6.27,6.36
40,36,0,-2.52,-3,-1.01,neg11,-1,11,LIS3,7,-1,-1,0,0,0,1,-1,-1,3,1.9,1.68
40,37,0,-2.63,-3,-1.99,neg3,-1,3,RS3,5,-1,-1,0,0,0,-1,0,0,3,2.12,1.91
40,38,0,1.75,2.7,0,pos16,1,16,CONS4,4,-1,1,-1,0,0,0,0,0,4,5.97,6.07
40,39,0,-1.65,-2.57,-1.98,neg9,-1,9,LIS1,7,-1,-1,0,0,0,1,-1,-1,1,2.3,2.11
40,40,0,1.95,3,0.7,pos4,1,4,KS4,1,-1,1,-1,0,0,0,0,0,4,5.78,5.81
41,1,0,3,1.12,0,pos1,1,1,KS1,1,-1,1,-1,0,0,0,0,0,1,5.91,6.01
41,2,0,3,3,0,neut3,0,3,NS3,9,8,0,0,0,0,0,0,0,3,4.17,4.11
41,3,0,-2.84,-2.99,-1.03,neg10,-1,10,LIS2,7,-1,-1,0,0,0,1,-1,-1,2,2.36,2.21
41,4,0,2.5,0.38,-3,pos9,1,9,ITS1,3,-1,1,1,-1,-1,0,0,0,1,6.03,6.07
41,5,0,0,0,0,neut6,0,6,NS6,9,8,0,0,0,0,0,0,0,6,4.31,4.3
41,6,0,-1.15,0,-2.07,neg5,-1,5,INCPS1,6,-1,-1,0,0,0,1,1,1,1,2.52,2.36
41,7,0,-2.69,0,-2.64,neg7,-1,7,INCPS3,6,-1,-1,0,0,0,1,1,1,3,2.56,2.38
41,8,0,-1.51,0.74,-2.49,pos4,1,4,KS4,1,-1,1,-1,0,0,0,0,0,4,5.78,5.81
41,9,0,-1.82,-1.58,-3,neg8,-1,8,INCPS4,6,-1,-1,0,0,0,1,1,1,4,2.67,2.48
41,10,0,-3,-1.58,-3,neg3,-1,3,RS3,5,-1,-1,0,0,0,-1,0,0,3,2.12,1.91
41,11,0,-3,-2.06,-3,neg1,-1,1,RS1,5,-1,-1,0,0,0,-1,0,0,1,1.86,1.63
41,12,0,1.99,-1.03,-3,pos13,1,13,CONS1,4,-1,1,-1,0,0,0,0,0,1,5.9,5.94
41,13,0,-2.45,-1.8,-3,neg14,-1,14,INCSS2,8,-1,-1,0,0,0,-1,0,0,2,2.49,2.28
41,14,0,1.53,-1.14,-1.07,pos11,1,11,ITS3,3,-1,1,1,-1,-1,0,0,0,3,6.16,6.2
41,15,0,-1.62,-1.74,-3,pos12,1,12,ITS4,3,-1,1,1,-1,-1,0,0,0,4,6.18,6.3
41,16,0,-2.45,-1.8,-3,pos14,1,14,CONS2,4,-1,1,-1,0,0,0,0,0,2,6.05,6.16
41,17,0,1.99,1.2,-3,pos6,1,6,COMS2,2,-1,1,1,1,1,0,0,0,2,6.1,6.17
41,18,0,1.99,1.2,-3,neut5,0,5,NS5,9,8,0,0,0,0,0,0,0,5,4.3,4.25
41,19,0,1.99,1.2,-3,pos15,1,15,CONS3,4,-1,1,-1,0,0,0,0,0,3,6.27,6.36
41,20,0,2.31,1.82,-3,pos3,1,3,KS3,1,-1,1,-1,0,0,0,0,0,3,5.71,5.83
41,21,0,1.45,0.6,-3,neg15,-1,15,INCSS3,8,-1,-1,0,0,0,-1,0,0,3,2.49,2.31
41,22,0,1.45,0.6,-3,neut7,0,7,NS7,9,8,0,0,0,0,0,0,0,7,4.16,4.12
41,23,0,1.45,0.38,-3,neut1,0,1,NS1,9,8,0,0,0,0,0,0,0,1,4.34,4.25
41,24,0,1.45,0.38,-3,pos8,1,8,COMS4,2,-1,1,1,1,1,0,0,0,4,5.89,5.98
41,25,0,1.69,-0.6,-3,neg6,-1,6,INCPS2,6,-1,-1,0,0,0,1,1,1,2,2.82,2.64
41,26,0,0.01,-1.77,-3,neg2,-1,2,RS2,5,-1,-1,0,0,0,-1,0,0,2,2.48,2.35
41,27,0,0.01,-1.14,-3,pos7,1,7,COMS3,2,-1,1,1,1,1,0,0,0,3,5.82,5.88
41,28,0,0.07,-1.14,-3,pos2,1,2,KS2,1,-1,1,-1,0,0,0,0,0,2,5.89,5.98
41,29,0,1.04,-1.14,-3,neut8,0,8,NS8,9,8,0,0,0,0,0,0,0,8,4.39,4.33
41,30,0,2.11,0,1.07,pos10,1,10,ITS2,3,-1,1,1,-1,-1,0,0,0,2,6.24,6.31
41,31,0,1.53,-1.14,-1.07,neut2,0,2,NS2,9,8,0,0,0,0,0,0,0,2,4.29,4.21
41,32,0,1.53,-1.14,-1.07,neut4,0,4,NS4,9,8,0,0,0,0,0,0,0,4,4.36,4.36
41,33,0,-0.01,-1.14,-1.07,neg13,-1,13,INCSS1,8,-1,-1,0,0,0,-1,0,0,1,2.05,1.84
41,34,0,-1.1,-1.65,-1.07,neg11,-1,11,LIS3,7,-1,-1,0,0,0,1,-1,-1,3,1.9,1.68
41,35,0,2.31,1.68,-3,pos16,1,16,CONS4,4,-1,1,-1,0,0,0,0,0,4,5.97,6.07
41,36,0,-2.08,-1.04,-1.67,neg16,-1,16,INCSS4,8,-1,-1,0,0,0,-1,0,0,4,2.33,2.1
41,37,0,-3,-1.04,-3,neg9,-1,9,LIS1,7,-1,-1,0,0,0,1,-1,-1,1,2.3,2.11
41,38,0,-3,-2.54,-3,neg4,-1,4,RS4,5,-1,-1,0,0,0,-1,0,0,4,2.4,2.2
41,39,0,-3,-2.54,-3,neg12,-1,12,LIS4,7,-1,-1,0,0,0,1,-1,-1,4,2.79,2.62
41,40,0,-1.61,-1.49,-3,pos5,1,5,COMS1,2,-1,1,1,1,1,0,0,0,1,6.11,6.17
42,1,0,2.52,1.08,2.21,pos13,1,13,CONS1,4,-1,1,-1,0,0,0,0,0,1,5.9,5.94
42,2,0,1.01,0.22,1.14,neut2,0,2,NS2,9,8,0,0,0,0,0,0,0,2,4.29,4.21
42,3,0,3,2.01,3,pos12,1,12,ITS4,3,-1,1,1,-1,-1,0,0,0,4,6.18,6.3
42,4,0,-0.42,-0.53,0.11,neg10,-1,10,LIS2,7,-1,-1,0,0,0,1,-1,-1,2,2.36,2.21
42,5,0,2.2,2.22,2.47,pos2,1,2,KS2,1,-1,1,-1,0,0,0,0,0,2,5.89,5.98
42,6,0,0,0.04,-0.81,neg5,-1,5,INCPS1,6,-1,-1,0,0,0,1,1,1,1,2.52,2.36
42,7,0,0,0.04,0.03,neut6,0,6,NS6,9,8,0,0,0,0,0,0,0,6,4.31,4.3
42,8,0,0.31,0.04,0.03,neg2,-1,2,RS2,5,-1,-1,0,0,0,-1,0,0,2,2.48,2.35
42,9,0,0.59,0.52,0.34,neut4,0,4,NS4,9,8,0,0,0,0,0,0,0,4,4.36,4.36
42,10,0,-2.02,-0.46,-2.37,neg7,-1,7,INCPS3,6,-1,-1,0,0,0,1,1,1,3,2.56,2.38
42,11,0,-2.55,-1.94,-1.83,neg14,-1,14,INCSS2,8,-1,-1,0,0,0,-1,0,0,2,2.49,2.28
42,12,0,3,2.58,2.32,pos16,1,16,CONS4,4,-1,1,-1,0,0,0,0,0,4,5.97,6.07
42,13,0,-1.98,-1.26,-2.26,neg8,-1,8,INCPS4,6,-1,-1,0,0,0,1,1,1,4,2.67,2.48
42,14,0,0.06,-0.05,-0.08,neut1,0,1,NS1,9,8,0,0,0,0,0,0,0,1,4.34,4.25
42,15,0,-0.05,-0.14,0.08,neut5,0,5,NS5,9,8,0,0,0,0,0,0,0,5,4.3,4.25
42,16,0,1.17,1.37,2.03,pos14,1,14,CONS2,4,-1,1,-1,0,0,0,0,0,2,6.05,6.16
42,17,0,-1,-1.06,-1.64,neg6,-1,6,INCPS2,6,-1,-1,0,0,0,1,1,1,2,2.82,2.64
42,18,0,-1.69,-1.41,-1.34,neg11,-1,11,LIS3,7,-1,-1,0,0,0,1,-1,-1,3,1.9,1.68
42,19,0,0.68,1.61,0.45,pos3,1,3,KS3,1,-1,1,-1,0,0,0,0,0,3,5.71,5.83
42,20,0,2.41,2.34,1.55,pos8,1,8,COMS4,2,-1,1,1,1,1,0,0,0,4,5.89,5.98
42,21,0,0.44,-0.52,0.05,neut8,0,8,NS8,9,8,0,0,0,0,0,0,0,8,4.39,4.33
42,22,0,-2.21,-1.88,-1.76,neg9,-1,9,LIS1,7,-1,-1,0,0,0,1,-1,-1,1,2.3,2.11
42,23,0,-3,-3,-2.33,neg13,-1,13,INCSS1,8,-1,-1,0,0,0,-1,0,0,1,2.05,1.84
42,24,0,-3,-3,-2.33,neg16,-1,16,INCSS4,8,-1,-1,0,0,0,-1,0,0,4,2.33,2.1
42,25,0,0.46,1.32,1.17,pos4,1,4,KS4,1,-1,1,-1,0,0,0,0,0,4,5.78,5.81
42,26,0,-1.12,-0.99,-0.61,neg15,-1,15,INCSS3,8,-1,-1,0,0,0,-1,0,0,3,2.49,2.31
42,27,0,-3,-2.32,-3,neg4,-1,4,RS4,5,-1,-1,0,0,0,-1,0,0,4,2.4,2.2
42,28,0,1.78,0.98,2.18,pos5,1,5,COMS1,2,-1,1,1,1,1,0,0,0,1,6.11,6.17
42,29,0,2.76,1.48,2.93,pos7,1,7,COMS3,2,-1,1,1,1,1,0,0,0,3,5.82,5.88
42,30,0,2.37,3,2.38,pos11,1,11,ITS3,3,-1,1,1,-1,-1,0,0,0,3,6.16,6.2
42,31,0,2.21,2.32,1.42,pos15,1,15,CONS3,4,-1,1,-1,0,0,0,0,0,3,6.27,6.36
42,32,0,-3,-0.63,-1.24,neg1,-1,1,RS1,5,-1,-1,0,0,0,-1,0,0,1,1.86,1.63
42,33,0,1.55,1.91,1.85,pos6,1,6,COMS2,2,-1,1,1,1,1,0,0,0,2,6.1,6.17
42,34,0,-0.08,-0.14,-1.55,neut3,0,3,NS3,9,8,0,0,0,0,0,0,0,3,4.17,4.11
42,35,0,1.28,1.37,1.93,pos10,1,10,ITS2,3,-1,1,1,-1,-1,0,0,0,2,6.24,6.31
42,36,0,-0.02,0.02,0.01,neut7,0,7,NS7,9,8,0,0,0,0,0,0,0,7,4.16,4.12
42,37,0,3,3,2.59,pos1,1,1,KS1,1,-1,1,-1,0,0,0,0,0,1,5.91,6.01
42,38,0,-1.68,-0.94,-2.64,neg12,-1,12,LIS4,7,-1,-1,0,0,0,1,-1,-1,4,2.79,2.62
42,39,0,-1.99,-0.97,-3,neg3,-1,3,RS3,5,-1,-1,0,0,0,-1,0,0,3,2.12,1.91
42,40,0,2.41,2.34,1.55,pos9,1,9,ITS1,3,-1,1,1,-1,-1,0,0,0,1,6.03,6.07
43,1,0,2.02,1,2.45,neut8,0,8,NS8,9,8,0,0,0,0,0,0,0,8,4.39,4.33
43,2,0,-1,0,-1.5,neg6,-1,6,INCPS2,6,-1,-1,0,0,0,1,1,1,2,2.82,2.64
43,3,0,-0.38,-0.14,-1.5,neg2,-1,2,RS2,5,-1,-1,0,0,0,-1,0,0,2,2.48,2.35
43,4,0,-3,-3,-2.1,neg3,-1,3,RS3,5,-1,-1,0,0,0,-1,0,0,3,2.12,1.91
43,5,0,-2,-2,-2.1,pos4,1,4,KS4,1,-1,1,-1,0,0,0,0,0,4,5.78,5.81
43,6,0,-2.45,-2.47,-2.55,neg5,-1,5,INCPS1,6,-1,-1,0,0,0,1,1,1,1,2.52,2.36
43,7,0,2.68,3,1.24,pos16,1,16,CONS4,4,-1,1,-1,0,0,0,0,0,4,5.97,6.07
43,8,0,-2.1,-1.01,-1.5,neg16,-1,16,INCSS4,8,-1,-1,0,0,0,-1,0,0,4,2.33,2.1
43,9,0,-2.53,-2.06,-2.08,neg15,-1,15,INCSS3,8,-1,-1,0,0,0,-1,0,0,3,2.49,2.31
43,10,0,-3,-3,-3,neg4,-1,4,RS4,5,-1,-1,0,0,0,-1,0,0,4,2.4,2.2
43,11,0,-0.01,1.05,0.01,pos3,1,3,KS3,1,-1,1,-1,0,0,0,0,0,3,5.71,5.83
43,12,0,1.08,1.57,1.58,pos15,1,15,CONS3,4,-1,1,-1,0,0,0,0,0,3,6.27,6.36
43,13,0,3,3,1.85,pos2,1,2,KS2,1,-1,1,-1,0,0,0,0,0,2,5.89,5.98
43,14,0,3,3,1.85,neut6,0,6,NS6,9,8,0,0,0,0,0,0,0,6,4.31,4.3
43,15,0,3,0,1,neut5,0,5,NS5,9,8,0,0,0,0,0,0,0,5,4.3,4.25
43,16,0,3,0,1,neut7,0,7,NS7,9,8,0,0,0,0,0,0,0,7,4.16,4.12
43,17,0,3,0,1,neut2,0,2,NS2,9,8,0,0,0,0,0,0,0,2,4.29,4.21
43,18,0,-2.1,-2.47,-2.05,pos9,1,9,ITS1,3,-1,1,1,-1,-1,0,0,0,1,6.03,6.07
43,19,0,3,2.41,2.1,neut1,0,1,NS1,9,8,0,0,0,0,0,0,0,1,4.34,4.25
43,20,0,3,2.66,2.63,pos6,1,6,COMS2,2,-1,1,1,1,1,0,0,0,2,6.1,6.17
43,21,0,3,2.41,2.1,pos10,1,10,ITS2,3,-1,1,1,-1,-1,0,0,0,2,6.24,6.31
43,22,0,-1.01,-1,-1.5,neg9,-1,9,LIS1,7,-1,-1,0,0,0,1,-1,-1,1,2.3,2.11
43,23,0,-3,-3,-3,neg14,-1,14,INCSS2,8,-1,-1,0,0,0,-1,0,0,2,2.49,2.28
43,24,0,-3,-3,-3,pos8,1,8,COMS4,2,-1,1,1,1,1,0,0,0,4,5.89,5.98
43,25,0,-0.5,-0.5,-0.5,pos13,1,13,CONS1,4,-1,1,-1,0,0,0,0,0,1,5.9,5.94
43,26,0,-1,-1.49,-0.98,pos7,1,7,COMS3,2,-1,1,1,1,1,0,0,0,3,5.82,5.88
43,27,0,-2.05,-1.61,-2.1,neg7,-1,7,INCPS3,6,-1,-1,0,0,0,1,1,1,3,2.56,2.38
43,28,0,-2.04,-1,-1.5,pos12,1,12,ITS4,3,-1,1,1,-1,-1,0,0,0,4,6.18,6.3
43,29,0,-2.08,-2.05,-3,neg11,-1,11,LIS3,7,-1,-1,0,0,0,1,-1,-1,3,1.9,1.68
43,30,0,-1.02,-0.99,-1.5,pos5,1,5,COMS1,2,-1,1,1,1,1,0,0,0,1,6.11,6.17
43,31,0,-0.84,-0.93,-1.5,neut3,0,3,NS3,9,8,0,0,0,0,0,0,0,3,4.17,4.11
43,32,0,-1.41,-1.44,-2,neg12,-1,12,LIS4,7,-1,-1,0,0,0,1,-1,-1,4,2.79,2.62
43,33,0,-3,-3,-3,neg13,-1,13,INCSS1,8,-1,-1,0,0,0,-1,0,0,1,2.05,1.84
43,34,0,3,3,3,pos11,1,11,ITS3,3,-1,1,1,-1,-1,0,0,0,3,6.16,6.2
43,35,0,-1.5,-2,-1.5,pos14,1,14,CONS2,4,-1,1,-1,0,0,0,0,0,2,6.05,6.16
43,36,0,1.08,1.57,1.58,neut4,0,4,NS4,9,8,0,0,0,0,0,0,0,4,4.36,4.36
43,37,0,-0.57,-0.92,-1.5,neg8,-1,8,INCPS4,6,-1,-1,0,0,0,1,1,1,4,2.67,2.48
43,38,0,-2.03,-2.03,-2.68,neg10,-1,10,LIS2,7,-1,-1,0,0,0,1,-1,-1,2,2.36,2.21
43,39,0,-2.57,-2.99,-2.81,neg1,-1,1,RS1,5,-1,-1,0,0,0,-1,0,0,1,1.86,1.63
43,40,0,-0.46,-0.64,-1.89,pos1,1,1,KS1,1,-1,1,-1,0,0,0,0,0,1,5.91,6.01
44,1,0,0,1.07,0,neut6,0,6,NS6,9,8,0,0,0,0,0,0,0,6,4.31,4.3
44,2,0,0.11,1.07,1.06,neut5,0,5,NS5,9,8,0,0,0,0,0,0,0,5,4.3,4.25
44,3,0,-1.04,-0.97,-2.05,neg6,-1,6,INCPS2,6,-1,-1,0,0,0,1,1,1,2,2.82,2.64
44,4,0,-2.66,-1.99,-2.66,neg16,-1,16,INCSS4,8,-1,-1,0,0,0,-1,0,0,4,2.33,2.1
44,5,0,-3,-3,-3,neg9,-1,9,LIS1,7,-1,-1,0,0,0,1,-1,-1,1,2.3,2.11
44,6,0,1.02,2.02,1.71,pos6,1,6,COMS2,2,-1,1,1,1,1,0,0,0,2,6.1,6.17
44,7,0,0.03,0.34,0.13,neut7,0,7,NS7,9,8,0,0,0,0,0,0,0,7,4.16,4.12
44,8,0,-2.57,-2.45,-1.64,neg2,-1,2,RS2,5,-1,-1,0,0,0,-1,0,0,2,2.48,2.35
44,9,0,0.01,0.04,0.04,neut1,0,1,NS1,9,8,0,0,0,0,0,0,0,1,4.34,4.25
44,10,0,3,3,2.78,pos2,1,2,KS2,1,-1,1,-1,0,0,0,0,0,2,5.89,5.98
44,11,0,2.43,2.35,3,pos9,1,9,ITS1,3,-1,1,1,-1,-1,0,0,0,1,6.03,6.07
44,12,0,-3,-2.66,-2.16,neg3,-1,3,RS3,5,-1,-1,0,0,0,-1,0,0,3,2.12,1.91
44,13,0,3,3,2.45,pos1,1,1,KS1,1,-1,1,-1,0,0,0,0,0,1,5.91,6.01
44,14,0,3,3,2.31,pos15,1,15,CONS3,4,-1,1,-1,0,0,0,0,0,3,6.27,6.36
44,15,0,-0.99,-0.08,-2.64,neg5,-1,5,INCPS1,6,-1,-1,0,0,0,1,1,1,1,2.52,2.36
44,16,0,3,3,2.45,pos16,1,16,CONS4,4,-1,1,-1,0,0,0,0,0,4,5.97,6.07
44,17,0,2.23,2.38,3,neg8,-1,8,INCPS4,6,-1,-1,0,0,0,1,1,1,4,2.67,2.48
44,18,0,3,3,3,pos10,1,10,ITS2,3,-1,1,1,-1,-1,0,0,0,2,6.24,6.31
44,19,0,-2.09,-0.85,-3,neg12,-1,12,LIS4,7,-1,-1,0,0,0,1,-1,-1,4,2.79,2.62
44,20,0,-3,-2.33,-3,neg10,-1,10,LIS2,7,-1,-1,0,0,0,1,-1,-1,2,2.36,2.21
44,21,0,2.02,0.94,1.85,pos14,1,14,CONS2,4,-1,1,-1,0,0,0,0,0,2,6.05,6.16
44,22,0,0.15,0.11,0.11,neut4,0,4,NS4,9,8,0,0,0,0,0,0,0,4,4.36,4.36
44,23,0,-2.6,-2.43,-3,neg14,-1,14,INCSS2,8,-1,-1,0,0,0,-1,0,0,2,2.49,2.28
44,24,0,-2.6,-2.43,-3,neg1,-1,1,RS1,5,-1,-1,0,0,0,-1,0,0,1,1.86,1.63
44,25,0,2.43,2.35,3,pos8,1,8,COMS4,2,-1,1,1,1,1,0,0,0,4,5.89,5.98
44,26,0,3,3,3,pos11,1,11,ITS3,3,-1,1,1,-1,-1,0,0,0,3,6.16,6.2
44,27,0,3,3,3,pos4,1,4,KS4,1,-1,1,-1,0,0,0,0,0,4,5.78,5.81
44,28,0,0.15,0.01,-0.06,neut2,0,2,NS2,9,8,0,0,0,0,0,0,0,2,4.29,4.21
44,29,0,0.83,1.11,0.9,pos7,1,7,COMS3,2,-1,1,1,1,1,0,0,0,3,5.82,5.88
44,30,0,0.83,1.11,0.9,neg15,-1,15,INCSS3,8,-1,-1,0,0,0,-1,0,0,3,2.49,2.31
44,31,0,-2.78,-3,-1.85,neg4,-1,4,RS4,5,-1,-1,0,0,0,-1,0,0,4,2.4,2.2
44,32,0,3,1.59,3,pos5,1,5,COMS1,2,-1,1,1,1,1,0,0,0,1,6.11,6.17
44,33,0,3,3,3,pos3,1,3,KS3,1,-1,1,-1,0,0,0,0,0,3,5.71,5.83
44,34,0,1.11,0.2,0.11,neut8,0,8,NS8,9,8,0,0,0,0,0,0,0,8,4.39,4.33
44,35,0,3,2.35,3,pos12,1,12,ITS4,3,-1,1,1,-1,-1,0,0,0,4,6.18,6.3
44,36,0,-3,-3,-3,neg11,-1,11,LIS3,7,-1,-1,0,0,0,1,-1,-1,3,1.9,1.68
44,37,0,-3,-3,-2.02,neg13,-1,13,INCSS1,8,-1,-1,0,0,0,-1,0,0,1,2.05,1.84
44,38,0,-3,-2.11,-3,neg7,-1,7,INCPS3,6,-1,-1,0,0,0,1,1,1,3,2.56,2.38
44,39,0,3,3,2.9,pos13,1,13,CONS1,4,-1,1,-1,0,0,0,0,0,1,5.9,5.94
44,40,0,0.06,0.11,0.13,neut3,0,3,NS3,9,8,0,0,0,0,0,0,0,3,4.17,4.11
45,1,0,3,3,2.07,pos4,1,4,KS4,1,-1,1,-1,0,0,0,0,0,4,5.78,5.81
45,2,0,3,3,2.07,neg1,-1,1,RS1,5,-1,-1,0,0,0,-1,0,0,1,1.86,1.63
45,3,0,3,3,3,pos5,1,5,COMS1,2,-1,1,1,1,1,0,0,0,1,6.11,6.17
45,4,0,3,3,2.39,pos2,1,2,KS2,1,-1,1,-1,0,0,0,0,0,2,5.89,5.98
45,5,0,-2.06,-3,1.38,neg11,-1,11,LIS3,7,-1,-1,0,0,0,1,-1,-1,3,1.9,1.68
45,6,0,1.02,-1.01,0.58,neg4,-1,4,RS4,5,-1,-1,0,0,0,-1,0,0,4,2.4,2.2
45,7,0,2.07,3,1.68,pos9,1,9,ITS1,3,-1,1,1,-1,-1,0,0,0,1,6.03,6.07
45,8,0,2.08,3,1.51,pos3,1,3,KS3,1,-1,1,-1,0,0,0,0,0,3,5.71,5.83
45,9,0,3,3,2.01,pos15,1,15,CONS3,4,-1,1,-1,0,0,0,0,0,3,6.27,6.36
45,10,0,0,0,0,neut5,0,5,NS5,9,8,0,0,0,0,0,0,0,5,4.3,4.25
45,11,0,-2.06,0,-1.99,neg10,-1,10,LIS2,7,-1,-1,0,0,0,1,-1,-1,2,2.36,2.21
45,12,0,0,0,-0.28,neut6,0,6,NS6,9,8,0,0,0,0,0,0,0,6,4.31,4.3
45,13,0,0,0,0,neut7,0,7,NS7,9,8,0,0,0,0,0,0,0,7,4.16,4.12
45,14,0,-3,-3,-3,neg3,-1,3,RS3,5,-1,-1,0,0,0,-1,0,0,3,2.12,1.91
45,15,0,1.98,3,2.03,pos14,1,14,CONS2,4,-1,1,-1,0,0,0,0,0,2,6.05,6.16
45,16,0,0,0,0,neut1,0,1,NS1,9,8,0,0,0,0,0,0,0,1,4.34,4.25
45,17,0,-2.06,-1.06,-1.92,neg5,-1,5,INCPS1,6,-1,-1,0,0,0,1,1,1,1,2.52,2.36
45,18,0,-2.06,-2.1,-1.92,neg14,-1,14,INCSS2,8,-1,-1,0,0,0,-1,0,0,2,2.49,2.28
45,19,0,-3,-3,-3,neg2,-1,2,RS2,5,-1,-1,0,0,0,-1,0,0,2,2.48,2.35
45,20,0,3,2.11,3,pos10,1,10,ITS2,3,-1,1,1,-1,-1,0,0,0,2,6.24,6.31
45,21,0,-2.07,-0.99,-3,neg7,-1,7,INCPS3,6,-1,-1,0,0,0,1,1,1,3,2.56,2.38
45,22,0,0,0,0,neut3,0,3,NS3,9,8,0,0,0,0,0,0,0,3,4.17,4.11
45,23,0,2,1.6,1.71,pos12,1,12,ITS4,3,-1,1,1,-1,-1,0,0,0,4,6.18,6.3
45,24,0,2,1.6,1.71,neg13,-1,13,INCSS1,8,-1,-1,0,0,0,-1,0,0,1,2.05,1.84
45,25,0,3,3,3,pos16,1,16,CONS4,4,-1,1,-1,0,0,0,0,0,4,5.97,6.07
45,26,0,-1.01,-2.11,-2.16,neg6,-1,6,INCPS2,6,-1,-1,0,0,0,1,1,1,2,2.82,2.64
45,27,0,-3,-3,-3,neg9,-1,9,LIS1,7,-1,-1,0,0,0,1,-1,-1,1,2.3,2.11
45,28,0,3,3,3,pos11,1,11,ITS3,3,-1,1,1,-1,-1,0,0,0,3,6.16,6.2
45,29,0,-2.09,-1.99,-1.72,neg15,-1,15,INCSS3,8,-1,-1,0,0,0,-1,0,0,3,2.49,2.31
45,30,0,-3,-3,-3,neg16,-1,16,INCSS4,8,-1,-1,0,0,0,-1,0,0,4,2.33,2.1
45,31,0,0,0,0,neut4,0,4,NS4,9,8,0,0,0,0,0,0,0,4,4.36,4.36
