ID,d0_s1,Pair,Length,Total_IMPR,Total_BEH,BEH1,BEH2,BEH3,BEH4,BEH5,BEH6,BEH7,BEH8,BEH9,BEH10,BEH11,BEH12,BEH13,BEH14,BEH15,BEH16,IMPR1,IMPR2,IMPR3,IMPR4,IMPR5,IMPR6,IMPR7,IMPR8,IMPR9,IMPR10,IMPR11,IMPR12,IMPR13,IMPR14,IMPR15,IMPR16
169,1,442,10,1.25|1.35|1.55|1.65|1.75|1.40|1.40|1.40|1.25|1.15|,posneutposposposnegnegneutnegneg,pos,neut,pos,pos,pos,neg,neg,neut,neg,neg,NA,NA,NA,NA,NA,NA,1.25,1.35,1.55,1.65,1.75,1.40,1.40,1.40,1.25,1.15,NA,NA,NA,NA,NA,NA
169,1,442,10,1.40|1.40|1.50|1.65|1.80|1.77|1.70|1.70|1.72|1.58|,posneutposposposnegnegneutnegneg,pos,neut,pos,pos,pos,neg,neg,neut,neg,neg,NA,NA,NA,NA,NA,NA,1.40,1.40,1.50,1.65,1.80,1.77,1.70,1.70,1.72,1.58,NA,NA,NA,NA,NA,NA
115,1,443,10,-.67|-.67|.50|1.29|.05|-1.14|.43|-2.06|-2.06|-2.96|,posneutposposposnegposnegnegneg,pos,neut,pos,pos,pos,neg,pos,neg,neg,neg,NA,NA,NA,NA,NA,NA,-.67,-.67,.50,1.29,.05,-1.14,.43,-2.06,-2.06,-2.96,NA,NA,NA,NA,NA,NA
54,0,443,10,1.02|1.02|1.54|2.04|2.54|2.12|2.34|2.08|1.82|.50|,posneutposposposnegposnegnegneg,pos,neut,pos,pos,pos,neg,pos,neg,neg,neg,NA,NA,NA,NA,NA,NA,1.02,1.02,1.54,2.04,2.54,2.12,2.34,2.08,1.82,.50,NA,NA,NA,NA,NA,NA
178,1,444,10,3.00|3.00|3.00|3.00|3.00|-1.07|1.54|1.89|2.48|2.54|,posneutposposposnegposneutnegneut,pos,neut,pos,pos,pos,neg,pos,neut,neg,neut,NA,NA,NA,NA,NA,NA,3.00,3.00,3.00,3.00,3.00,-1.07,1.54,1.89,2.48,2.54,NA,NA,NA,NA,NA,NA
128,1,444,10,2.77|2.77|2.77|3.00|3.00|.33|2.97|.35|-2.43|.11|,posneutposposposnegposneutnegneut,pos,neut,pos,pos,pos,neg,pos,neut,neg,neut,NA,NA,NA,NA,NA,NA,2.77,2.77,2.77,3.00,3.00,.33,2.97,.35,-2.43,.11,NA,NA,NA,NA,NA,NA
154,1,445,10,1.01|1.01|1.01|1.01|2.08|2.08|2.08|1.05|.06|-.95|,posneutposposposneutposnegnegneg,pos,neut,pos,pos,pos,neut,pos,neg,neg,neg,NA,NA,NA,NA,NA,NA,1.01,1.01,1.01,1.01,2.08,2.08,2.08,1.05,.06,-.95,NA,NA,NA,NA,NA,NA
31,0,445,10,2.54|.79|2.78|2.65|2.91|-.04|1.34|-1.85|-3.00|-3.00|,posneutposposposneutposnegnegneg,pos,neut,pos,pos,pos,neut,pos,neg,neg,neg,NA,NA,NA,NA,NA,NA,2.54,.79,2.78,2.65,2.91,-.04,1.34,-1.85,-3.00,-3.00,NA,NA,NA,NA,NA,NA
76,0,446,10,.39|.00|3.00|.00|-1.01|.00|2.05|-1.02|.03|-3.00|,posposnegnegnegnegnegposposneg,pos,pos,neg,neg,neg,neg,neg,pos,pos,neg,NA,NA,NA,NA,NA,NA,.39,.00,3.00,.00,-1.01,.00,2.05,-1.02,.03,-3.00,NA,NA,NA,NA,NA,NA
89,0,446,10,3.00|3.00|-1.50|-3.00|-3.00|-3.00|-3.00|3.00|3.00|-3.00|,posposnegnegnegnegnegposposneg,pos,pos,neg,neg,neg,neg,neg,pos,pos,neg,NA,NA,NA,NA,NA,NA,3.00,3.00,-1.50,-3.00,-3.00,-3.00,-3.00,3.00,3.00,-3.00,NA,NA,NA,NA,NA,NA
90,0,446,10,-1.53|.50|-2.05|-3.00|-2.55|-3.00|-3.00|.00|.44|-1.03|,posposnegnegnegnegnegposposneg,pos,pos,neg,neg,neg,neg,neg,pos,pos,neg,NA,NA,NA,NA,NA,NA,-1.53,.50,-2.05,-3.00,-2.55,-3.00,-3.00,.00,.44,-1.03,NA,NA,NA,NA,NA,NA
197,1,446,10,2.87|2.43|2.39|2.19|2.52|2.35|2.18|2.53|2.53|2.34|,posposnegnegnegnegnegposposneg,pos,pos,neg,neg,neg,neg,neg,pos,pos,neg,NA,NA,NA,NA,NA,NA,2.87,2.43,2.39,2.19,2.52,2.35,2.18,2.53,2.53,2.34,NA,NA,NA,NA,NA,NA
119,1,447,10,1.39|.65|-.05|-.87|.03|-.95|-1.89|.52|.00|1.06|,posposnegnegnegnegnegpospospos,pos,pos,neg,neg,neg,neg,neg,pos,pos,pos,NA,NA,NA,NA,NA,NA,1.39,.65,-.05,-.87,.03,-.95,-1.89,.52,.00,1.06,NA,NA,NA,NA,NA,NA
156,1,447,10,2.00|2.00|-2.01|-2.01|-1.06|-2.08|-2.08|1.94|1.94|2.31|,posposnegnegnegnegnegpospospos,pos,pos,neg,neg,neg,neg,neg,pos,pos,pos,NA,NA,NA,NA,NA,NA,2.00,2.00,-2.01,-2.01,-1.06,-2.08,-2.08,1.94,1.94,2.31,NA,NA,NA,NA,NA,NA
10,0,448,10,2.05|2.05|2.05|2.05|2.05|2.05|2.05|-1.03|2.08|.04|,posposnegnegnegnegposposnegneg,pos,pos,neg,neg,neg,neg,pos,pos,neg,neg,NA,NA,NA,NA,NA,NA,2.05,2.05,2.05,2.05,2.05,2.05,2.05,-1.03,2.08,.04,NA,NA,NA,NA,NA,NA
188,1,448,10,1.51|1.51|.52|-1.01|-1.01|-2.03|1.11|1.61|-1.02|-2.04|,posposnegnegnegnegposposnegneg,pos,pos,neg,neg,neg,neg,pos,pos,neg,neg,NA,NA,NA,NA,NA,NA,1.51,1.51,.52,-1.01,-1.01,-2.03,1.11,1.61,-1.02,-2.04,NA,NA,NA,NA,NA,NA
181,1,449,10,2.80|3.00|2.30|-.30|-1.50|1.20|1.20|1.81|2.30|-1.30|,posposnegnegnegposneutnegposneg,pos,pos,neg,neg,neg,pos,neut,neg,pos,neg,NA,NA,NA,NA,NA,NA,2.80,3.00,2.30,-.30,-1.50,1.20,1.20,1.81,2.30,-1.30,NA,NA,NA,NA,NA,NA
194,1,449,10,-1.18|3.00|-3.00|-3.00|-3.00|3.00|.10|-3.00|3.00|-3.00|,posposnegnegnegposneutnegposneg,pos,pos,neg,neg,neg,pos,neut,neg,pos,neg,NA,NA,NA,NA,NA,NA,-1.18,3.00,-3.00,-3.00,-3.00,3.00,.10,-3.00,3.00,-3.00,NA,NA,NA,NA,NA,NA
136,1,450,10,2.54|2.87|-3.00|-2.71|-3.00|1.88|2.10|-3.00|-.92|-.02|,posposnegnegnegposposnegneutneut,pos,pos,neg,neg,neg,pos,pos,neg,neut,neut,NA,NA,NA,NA,NA,NA,2.54,2.87,-3.00,-2.71,-3.00,1.88,2.10,-3.00,-.92,-.02,NA,NA,NA,NA,NA,NA
99,0,450,10,1.59|1.59|.98|.98|.70|.96|.96|.45|.45|.45|,posposnegnegnegposposnegneutneut,pos,pos,neg,neg,neg,pos,pos,neg,neut,neut,NA,NA,NA,NA,NA,NA,1.59,1.59,.98,.98,.70,.96,.96,.45,.45,.45,NA,NA,NA,NA,NA,NA
138,1,451,10,1.05|1.05|-2.12|-3.00|-.04|-1.09|-1.09|-3.00|.07|-3.00|,posposnegnegneutnegneutnegneutneg,pos,pos,neg,neg,neut,neg,neut,neg,neut,neg,NA,NA,NA,NA,NA,NA,1.05,1.05,-2.12,-3.00,-.04,-1.09,-1.09,-3.00,.07,-3.00,NA,NA,NA,NA,NA,NA
198,1,451,10,1.62|1.69|1.77|1.49|1.43|1.01|1.07|1.06|1.16|.90|,posposnegnegneutnegneutnegneutneg,pos,pos,neg,neg,neut,neg,neut,neg,neut,neg,NA,NA,NA,NA,NA,NA,1.62,1.69,1.77,1.49,1.43,1.01,1.07,1.06,1.16,.90,NA,NA,NA,NA,NA,NA
160,1,452,10,1.24|1.80|-2.99|-.37|.63|.36|1.28|-1.99|-2.52|-2.99|,posposnegnegneutnegposnegnegneg,pos,pos,neg,neg,neut,neg,pos,neg,neg,neg,NA,NA,NA,NA,NA,NA,1.24,1.80,-2.99,-.37,.63,.36,1.28,-1.99,-2.52,-2.99,NA,NA,NA,NA,NA,NA
145,1,452,10,1.56|1.56|-2.01|-2.01|-2.01|-2.01|1.05|.24|-2.09|-2.09|,posposnegnegneutnegposnegnegneg,pos,pos,neg,neg,neut,neg,pos,neg,neg,neg,NA,NA,NA,NA,NA,NA,1.56,1.56,-2.01,-2.01,-2.01,-2.01,1.05,.24,-2.09,-2.09,NA,NA,NA,NA,NA,NA
162,1,453,10,.76|-1.21|-1.21|.79|2.31|.03|1.45|.52|1.79|3.00|,posposnegnegposnegposnegnegpos,pos,pos,neg,neg,pos,neg,pos,neg,neg,pos,NA,NA,NA,NA,NA,NA,.76,-1.21,-1.21,.79,2.31,.03,1.45,.52,1.79,3.00,NA,NA,NA,NA,NA,NA
57,0,453,10,-.08|1.00|-2.10|-2.10|2.00|-3.00|1.01|-3.00|-2.06|1.06|,posposnegnegposnegposnegnegpos,pos,pos,neg,neg,pos,neg,pos,neg,neg,pos,NA,NA,NA,NA,NA,NA,-.08,1.00,-2.10,-2.10,2.00,-3.00,1.01,-3.00,-2.06,1.06,NA,NA,NA,NA,NA,NA
203,1,454,10,1.55|1.83|1.19|.88|1.26|.83|1.17|1.38|1.38|1.23|,posposnegnegposnegposposnegneg,pos,pos,neg,neg,pos,neg,pos,pos,neg,neg,NA,NA,NA,NA,NA,NA,1.55,1.83,1.19,.88,1.26,.83,1.17,1.38,1.38,1.23,NA,NA,NA,NA,NA,NA
42,0,454,10,2.45|2.92|-3.00|-3.00|3.00|-2.99|3.00|3.00|-2.99|-2.70|,posposnegnegposnegposposnegneg,pos,pos,neg,neg,pos,neg,pos,pos,neg,neg,NA,NA,NA,NA,NA,NA,2.45,2.92,-3.00,-3.00,3.00,-2.99,3.00,3.00,-2.99,-2.70,NA,NA,NA,NA,NA,NA
168,1,455,10,1.06|1.99|1.04|.03|1.11|1.11|-2.99|2.05|2.05|2.05|,posposnegnegposneutnegposposneut,pos,pos,neg,neg,pos,neut,neg,pos,pos,neut,NA,NA,NA,NA,NA,NA,1.06,1.99,1.04,.03,1.11,1.11,-2.99,2.05,2.05,2.05,NA,NA,NA,NA,NA,NA
179,1,455,10,3.00|3.00|3.00|-1.03|1.10|2.03|3.00|3.00|2.11|3.00|,posposnegnegposneutnegposposneut,pos,pos,neg,neg,pos,neut,neg,pos,pos,neut,NA,NA,NA,NA,NA,NA,3.00,3.00,3.00,-1.03,1.10,2.03,3.00,3.00,2.11,3.00,NA,NA,NA,NA,NA,NA
60,0,456,10,-.22|.05|.05|-.08|.39|.51|.35|.10|-.11|.18|,posposnegnegposposnegnegnegpos,pos,pos,neg,neg,pos,pos,neg,neg,neg,pos,NA,NA,NA,NA,NA,NA,-.22,.05,.05,-.08,.39,.51,.35,.10,-.11,.18,NA,NA,NA,NA,NA,NA
127,1,456,10,-.08|.23|.09|.09|.25|.37|.37|.20|-.54|.30|,posposnegnegposposnegnegnegpos,pos,pos,neg,neg,pos,pos,neg,neg,neg,pos,NA,NA,NA,NA,NA,NA,-.08,.23,.09,.09,.25,.37,.37,.20,-.54,.30,NA,NA,NA,NA,NA,NA
27,0,457,10,2.05|2.05|-2.91|-.01|-.56|-3.00|-3.00|-2.86|2.32|-1.78|,posposnegneutnegnegnegnegposneg,pos,pos,neg,neut,neg,neg,neg,neg,pos,neg,NA,NA,NA,NA,NA,NA,2.05,2.05,-2.91,-.01,-.56,-3.00,-3.00,-2.86,2.32,-1.78,NA,NA,NA,NA,NA,NA
25,0,457,10,.77|.42|1.04|1.28|-.27|.77|1.41|1.41|1.99|1.41|,posposnegneutnegnegnegnegposneg,pos,pos,neg,neut,neg,neg,neg,neg,pos,neg,NA,NA,NA,NA,NA,NA,.77,.42,1.04,1.28,-.27,.77,1.41,1.41,1.99,1.41,NA,NA,NA,NA,NA,NA
177,1,458,10,3.00|3.00|1.22|.00|.55|2.54|2.05|3.00|3.00|-3.00|,posposnegneutneutposposposposneg,pos,pos,neg,neut,neut,pos,pos,pos,pos,neg,NA,NA,NA,NA,NA,NA,3.00,3.00,1.22,.00,.55,2.54,2.05,3.00,3.00,-3.00,NA,NA,NA,NA,NA,NA
90,0,458,10,.00|.44|-1.03|-.03|.28|.91|1.57|1.72|2.04|.00|,posposnegneutneutposposposposneg,pos,pos,neg,neut,neut,pos,pos,pos,pos,neg,NA,NA,NA,NA,NA,NA,.00,.44,-1.03,-.03,.28,.91,1.57,1.72,2.04,.00,NA,NA,NA,NA,NA,NA
3,0,459,10,2.74|2.27|.54|-.04|1.84|.11|-2.84|2.43|.16|-2.08|,posposnegneutposnegnegposneutneg,pos,pos,neg,neut,pos,neg,neg,pos,neut,neg,NA,NA,NA,NA,NA,NA,2.74,2.27,.54,-.04,1.84,.11,-2.84,2.43,.16,-2.08,NA,NA,NA,NA,NA,NA
5,0,459,10,-.82|-.82|-.82|-.82|-.82|-1.45|-2.26|-1.73|-1.73|-1.73|,posposnegneutposnegnegposneutneg,pos,pos,neg,neut,pos,neg,neg,pos,neut,neg,NA,NA,NA,NA,NA,NA,-.82,-.82,-.82,-.82,-.82,-1.45,-2.26,-1.73,-1.73,-1.73,NA,NA,NA,NA,NA,NA
95,0,460,10,3.00|3.00|-3.00|-.03|-.03|-1.08|.03|-3.00|3.00|-.01|,posposnegneutposnegneutnegposneg,pos,pos,neg,neut,pos,neg,neut,neg,pos,neg,NA,NA,NA,NA,NA,NA,3.00,3.00,-3.00,-.03,-.03,-1.08,.03,-3.00,3.00,-.01,NA,NA,NA,NA,NA,NA
92,0,460,10,3.00|3.00|-2.00|.00|3.00|-1.00|.00|-3.00|3.00|-3.00|,posposnegneutposnegneutnegposneg,pos,pos,neg,neut,pos,neg,neut,neg,pos,neg,NA,NA,NA,NA,NA,NA,3.00,3.00,-2.00,.00,3.00,-1.00,.00,-3.00,3.00,-3.00,NA,NA,NA,NA,NA,NA
48,0,461,10,1.80|1.80|-2.07|-.01|1.39|.28|1.95|.00|.06|2.71|,posposnegneutposnegposneutnegpos,pos,pos,neg,neut,pos,neg,pos,neut,neg,pos,NA,NA,NA,NA,NA,NA,1.80,1.80,-2.07,-.01,1.39,.28,1.95,.00,.06,2.71,NA,NA,NA,NA,NA,NA
62,0,461,10,3.00|3.00|-2.99|.06|3.00|-2.99|2.09|.00|-2.65|2.61|,posposnegneutposnegposneutnegpos,pos,pos,neg,neut,pos,neg,pos,neut,neg,pos,NA,NA,NA,NA,NA,NA,3.00,3.00,-2.99,.06,3.00,-2.99,2.09,.00,-2.65,2.61,NA,NA,NA,NA,NA,NA
155,1,462,10,.83|.78|.78|2.33|2.33|2.33|-.52|1.45|-.04|.12|,posposnegneutposnegposposnegpos,pos,pos,neg,neut,pos,neg,pos,pos,neg,pos,NA,NA,NA,NA,NA,NA,.83,.78,.78,2.33,2.33,2.33,-.52,1.45,-.04,.12,NA,NA,NA,NA,NA,NA
3,0,462,10,1.40|1.99|1.99|-.08|1.17|-2.68|2.37|3.00|-2.03|2.32|,posposnegneutposnegposposnegpos,pos,pos,neg,neut,pos,neg,pos,pos,neg,pos,NA,NA,NA,NA,NA,NA,1.40,1.99,1.99,-.08,1.17,-2.68,2.37,3.00,-2.03,2.32,NA,NA,NA,NA,NA,NA
43,0,463,10,3.00|2.08|-.96|-.02|1.01|2.07|.02|3.00|-2.06|-2.06|,posposnegneutposposnegposnegneg,pos,pos,neg,neut,pos,pos,neg,pos,neg,neg,NA,NA,NA,NA,NA,NA,3.00,2.08,-.96,-.02,1.01,2.07,.02,3.00,-2.06,-2.06,NA,NA,NA,NA,NA,NA
